#1=α 2=ρ 3=Δ 4=ϕ 5=q0 6=δq 7=qh0 8=δqh 9=ρh
3.0 0.765 0.0 -0.10032959053211996 0.648504416924785 0.3970879597126981 0.40131836215342476 2.5183337231466854 1.9265252982072143
3.0 0.76 0.0 -0.10403429778052109 0.647454879356097 0.40971334301464957 0.41613719119576364 2.4407308598788893 1.8549554535079558
3.0 0.755 0.0 -0.10772617499856996 0.6475493503768027 0.4241587659690701 0.4309047107943529 2.357607764430644 1.779993862145136
3.0 0.75 0.0 -0.11138884633155643 0.6490958854804523 0.4408570396916751 0.44555538533249617 2.2683090207641374 1.701231765573103
3.0 0.745 0.0 -0.1150024471526509 0.6525112908702647 0.4603500946722077 0.46000978861300623 2.172259790045335 1.6183335435837745
3.0 0.74 0.0 -0.11854290885779872 0.6583517577723913 0.48328968754424423 0.4741716354341081 2.06915236507804 1.5311727501577497
3.0 0.735 0.0 -0.12198158877610016 0.6673083373365523 0.5103488813703642 0.4879263551069392 1.9594438951543274 1.4401912629384306
3.0 0.73 0.0 -0.12528619265032492 0.6800800608130976 0.5419296185929853 0.5011447706041281 1.8452580661605196 1.3470383882971793
3.0 0.725 0.0 -0.1284246410672456 0.6970028426278118 0.5775946471564658 0.5136985642723866 1.731317983854355 1.2552055382944074
3.0 0.72 0.0 -0.13137267671109448 0.7175313499756766 0.6155839654877122 0.5254907068482974 1.624473761605737 1.1696211083561305
3.0 0.715 0.0 -0.13412146395253122 0.7401950882549855 0.6532963586484045 0.536485855816536 1.5306988731253388 1.0944496942846171
3.0 0.71 0.0 -0.13667837565963686 0.7633398875687372 0.6886063323821648 0.5467135026479136 1.452208544961531 1.0310680669226868
3.0 0.705 0.0 -0.13906068317348463 0.7858293390178084 0.7205592238175513 0.5562427327115504 1.3878109764551487 0.9784067384008798
3.0 0.7 0.0 -0.14128850826202755 0.8071334663409703 0.7490962476825056 0.5651540331411339 1.3349419424990052 0.9344593597493036
3.0 0.695 0.0 -0.14338081589074653 0.8271071098847221 0.7745608229502351 0.5735232642015329 1.2910541953194672 0.8972826657470296
3.0 0.69 0.0 -0.14535403494904237 0.8457861882465227 0.7973941952004555 0.581416142914007 1.254084875484467 0.8653185640842821
3.0 0.685 0.0 -0.14722195339812794 0.8632744429801557 0.8180108607610007 0.5888878286102928 1.2224776564331843 0.8373971946567313
3.0 0.68 0.0 -0.1489960485376457 0.8796930506209159 0.8367643891431213 0.5959842374037967 1.195079538487576 0.8126540861715518
3.0 0.675 0.0 -0.15068589687783812 0.8951575503308921 0.8539435817819867 0.6027437080665092 1.1710375501777608 0.7904503463699886
3.0 0.67 0.0 -0.15229954436483123 0.9097721179465995 0.8697827767202186 0.6091985031702831 1.149712349755654 0.7703072743362883
3.0 0.665 0.0 -0.15384380962316113 0.9236281397527565 0.8844723440285364 0.6153757851089587 1.1306176012754292 0.7518607048481605
3.0 0.66 0.0 -0.15532452352351284 0.9368034466649473 0.8981661794237046 0.6212989986392237 1.1133797095785054 0.7348306083218136
3.0 0.655 0.0 -0.15674671625439152 0.9493656792436806 0.9109915275120473 0.6269878192382683 1.0977050497176832 0.7189968075650826
3.0 0.65 0.0 -0.1581147633257038 0.9613722621739555 0.9230520184770338 0.632460601449374 1.083362562437082 0.7041856655841033
3.0 0.645 0.0 -0.15943250006913479 0.9728736349662941 0.9344360923852869 0.6377316191851838 1.0701641430045274 0.6902558722379202
3.0 0.64 0.0 -0.16070331209439614 0.9839129686542206 0.9452165811415785 0.6428149376452431 1.0579585884880027 0.6770934966323218
3.0 0.635 0.0 -0.16193020735869168 0.9945280728717224 0.9554556798069447 0.6477225887853003 1.0466210219212426 0.6646043489199891
3.0 0.63 0.0 -0.16311587409449885 1.0047520394095797 0.9652064620374897 0.6524653253603809 1.0360477673233386 0.6527100934137033
3.0 0.625 0.0 -0.16426272778060558 1.0146139816011968 0.9745145377654086 0.6570528091359844 1.0261519569456914 0.6413449730910571
3.0 0.62 0.0 -0.1653729495535613 1.024139640341522 0.98341935958774 0.6614937645284272 1.0168601932132095 0.6304533197921899
3.0 0.615 0.0 -0.16644851787539128 1.0333518835781434 0.9919557696579862 0.6657954236924488 1.008109464744368 0.6199873208177863
3.0 0.61 0.0 -0.16749123484216322 1.0422711143049215 1.0001528132709399 0.6699663391645228 0.9998472100773881 0.6099067981472067
3.0 0.605 0.0 -0.16850274820116423 1.050915619848063 1.008037417380507 0.674012439992027 0.9920266676197468 0.6001761339099468
3.0 0.6 0.0 -0.16948456990024297 1.0593018517995736 1.0156329500343684 0.6779397734800754 0.9846076773761236 0.5907646064256742
3.0 0.595 0.0 -0.17043809181744946 1.0674446674512807 1.0229601623660964 0.6817539070868708 0.9775551744722983 0.5816453288110175
3.0 0.59 0.0 -0.17136459917922026 1.0753575317509645 1.0300375598048217 0.6854599816694531 0.9708383839803731 0.5727946465484202
3.0 0.585 0.0 -0.17226528207150854 1.0830526884109986 1.0368817102940817 0.6890627575274196 0.9644301660180492 0.5641916471205588
3.0 0.58 0.0 -0.1731412453672172 1.0905413055679494 1.0435075019774382 0.6925666541122464 0.9583064789711699 0.5558177578032786
3.0 0.575 0.0 -0.17399351733045942 1.0978336003473728 1.0499283598678586 0.6959757844439514 0.9524459365264288 0.5476564135026966
3.0 0.57 0.0 -0.1748230571089034 1.104938945860591 1.0561564290140408 0.6992939850801478 0.9468294397767716 0.5396927806727597
3.0 0.565 0.0 -0.17563076128664684 1.1118659635026424 1.0622027301354484 0.7025248423272517 0.9414398698377319 0.5319135264583185
3.0 0.56 0.0 -0.17641746963921967 1.1186226028961117 1.0680772925035933 0.705671715260238 0.9362618295685149 0.5243066245583684
3.0 0.555 0.0 -0.17718397020766335 1.1252162114056496 1.0737892679155403 0.7087377560187358 0.931281425396641 0.5168611910951358
3.0 0.55 0.0 -0.17793100378881782 1.1316535948103719 1.0793470288740796 0.7117259277679491 0.9264860820927534 0.5095673451510144
3.0 0.545 0.0 -0.178659267922876 1.1379410704487747 1.0847582535110076 0.7146390206487087 0.9218643847726691 0.5024160897011046
3.0 0.54 0.0 -0.179369420446239 1.1440845139297373 1.0900299993304072 0.7174796659887153 0.9174059435192503 0.4953992095003952
3.0 0.535 0.0 -0.1800620826669952 1.150089400323195 1.0951687674813602 0.7202503490043112 0.913101276892486 0.48850918313748004
3.0 0.53 0.0 -0.18073784221157324 1.1559608405968098 1.100180558974032 0.7229534201869457 0.9089417112883225 0.4817391069828109
3.0 0.525 0.0 -0.1813972555838374 1.161703613944044 1.105070924014209 0.725591105539437 0.9049192936571572 0.47508262917000754
3.0 0.52 0.0 -0.18204085047187452 1.1673221965492613 1.109845005437221 0.7281655158030054 0.9010267155331768 0.46853389207725193
3.0 0.515 0.0 -0.18266912783267575 1.1728207872529093 1.1145075770637245 0.7306786547958941 0.8972572466798248 0.46208748204010974
3.0 0.51 0.0 -0.18328256378069785 1.1782033305111212 1.1190630776697386 0.733132426967522 0.893604676943084 0.4557383852409728
3.0 0.505 0.0 -0.18388161130274377 1.1834735369867628 1.1235156411561582 0.7355286442579212 0.8900632651370532 0.4494819488942119
3.0 0.5 0.0 -0.18446670181859803 1.1886349020609295 1.1278691234142662 0.7378690323401939 0.8866276939764226 0.4433138469882113
3.0 0.495 0.0 -0.1850382466043039 1.1936907225135103 1.1321271263100194 0.7401552363135504 0.883293030226503 0.43723004996211895
3.0 0.49 0.0 -0.18559663809297028 1.1986441115873707 1.1362935508153569 0.742388131184744 0.8800542775961737 0.4312265960221251
3.0 0.485 0.0 -0.18614225106505122 1.2034980126218773 1.1403704943866868 0.7445705997064205 0.8769079916767044 0.42530037596320164
3.0 0.48 0.0 -0.18667544374171607 1.2082552114169671 1.1443614431108367 0.7467033868769418 0.8738497841045711 0.41944789637019414
3.0 0.475 0.0 -0.18719655878814623 1.2129183474681096 1.148269177104963 0.7487878626796418 0.8708759408845391 0.4136660719201561
3.0 0.47 0.0 -0.187705924237825 1.2174899241946635 1.1520963096502974 0.7508253392454335 0.867982990331369 0.40795200545574345
3.0 0.465 0.0 -0.18820385434464038 1.2219723182688296 1.1558453004450218 0.752817073588117 0.8651676825739409 0.40230297239688256
3.0 0.46 0.0 -0.1886906503698042 1.226367788139273 1.1595184671498762 0.7547642707513607 0.8624269714806903 0.39671640688111753
3.0 0.455 0.0 -0.18916660130968144 1.2306784818321217 1.1631179958715159 0.7566680867199822 0.859757998371186 0.39118988925888964
3.0 0.45 0.0 -0.1896319845699418 1.2349064441022894 1.1666459506986728 0.7585296311165438 0.8571580773079673 0.38572113478858533
3.0 0.445 0.0 -0.19008706659088326 1.2390536229995548 1.1701042823915393 0.7603499697025997 0.8546246817900123 0.38030798339655547
3.0 0.44 0.0 -0.19053210342823057 1.2431218759064424 1.1734948363126214 0.7621301267018836 0.8521554326921623 0.3749483903845514
3.0 0.435 0.0 -0.19096734129329263 1.2471129750985666 1.176819359676814 0.7638710869609132 0.8497480873144598 0.36964041798179004
3.0 0.43 0.0 -0.1913930170559503 1.2510286128724433 1.1800795081893074 0.7655737979609235 0.8474005294222775 0.3643822276515793
3.0 0.425 0.0 -0.1918093587136001 1.2548704062808995 1.1832768521320447 0.7672391716936139 0.8451107601726393 0.3591720730733717
3.0 0.42 0.0 -0.19221658582886064 1.2586399015118794 1.1864128819525437 0.768868086411968 0.8428768898347143 0.35400829373058
3.0 0.415 0.0 -0.19261490993859182 1.2623385779426926 1.189489013402892 0.7704613882663103 0.8406971302233373 0.34888930904268495
3.0 0.41 0.0 -0.19300453493651776 1.2659678518984 1.1925065922714615 0.7720198928347757 0.8385697877738529 0.3438136129872797
3.0 0.405 0.0 -0.19338565743152775 1.2695290801400791 1.1954668987452663 0.7735443865565107 0.8364932571948049 0.338779769163896
3.0 0.4 0.0 -0.19375846708355016 1.2730235631061502 1.198371151436865 0.775035628075143 0.8344660156421364 0.3337864062568546
3.0 0.395 0.0 -0.1941231469186998 1.2764525479276094 1.2012205111061143 0.7764943494993708 0.8324866173648455 0.328832213859114
3.0 0.39 0.0 -0.19447987362526897 1.2798172312359752 1.2040160841039553 0.777921257586902 0.8305536887775159 0.3239159386232312
3.0 0.385 0.0 -0.19482881783196915 1.2831187617809572 1.2067589255626368 0.7793170348574171 0.828665923919943 0.31903638070917806
3.0 0.38 0.0 -0.1951701443697223 1.2863582428732072 1.2094500423543117 0.7806823406397267 0.8268220802683202 0.3141923905019617
3.0 0.375 0.0 -0.19550401251819016 1.2895367346661029 1.2120903958377724 0.782017812057868 0.8250209748661693 0.3093828655748135
3.0 0.37 0.0 -0.19583057623811156 1.292655256289194 1.2146809044111437 0.7833240649604537 0.8232614807464869 0.3046067478762001
3.0 0.365 0.0 -0.19614998439044773 1.2957147878447965 1.2172224458866436 0.7846016947972367 0.8215425236194889 0.2998630211211134
3.0 0.36 0.0 -0.19646238094323715 1.2987162722782009 1.2197158597019737 0.7858512774465299 0.8198630788029113 0.29515070836904805
3.0 0.355 0.0 -0.19676790516700243 1.3016606171309997 1.2221619489815314 0.787073369996811 0.8182221683741124 0.2904688697728099
3.0 0.35 0.0 -0.1970666918194628 1.3045486961862325 1.2245614824594202 0.7882685114855794 0.8166188585252503 0.28581660048383756
3.0 0.345 0.0 -0.19735887132010405 1.3073813510132697 1.2269146457824882 0.7894379320085667 0.8150526228026489 0.2811931548669139
3.0 0.34 0.0 -0.1976445699162555 1.3101593924197104 1.2292232468750968 0.7905807172260146 0.8135218745188696 0.2765974373364157
3.0 0.335 0.0 -0.19792390983874997 1.312883601816899 1.2314874107935019 0.791698065214316 0.8120261654608841 0.2720287654293962
3.0 0.33 0.0 -0.19819700945109636 1.3155547325051886 1.2337077843617985 0.7927904509476404 0.8105647161149296 0.2674863563179268
3.0 0.325 0.0 -0.19846398339013183 1.318173510884515 1.2358849890738504 0.7938583329879216 0.809136779587704 0.2629694533660038
3.0 0.32 0.0 -0.19872494269966012 1.3207406375954045 1.2380196212165742 0.7949021555219202 0.8077416406513189 0.2584773250084221
3.0 0.315 0.0 -0.19897999495732682 1.3232567885951507 1.2401122530786564 0.7959223488719623 0.8063786141274206 0.2540092634501375
3.0 0.31 0.0 -0.19922924439514816 1.3257226161734916 1.2421634340878671 0.7969193299780506 0.8050470433742157 0.24956458344600688
3.0 0.305 0.0 -0.1994727920140662 1.328138749911793 1.2441736918797281 0.7978935028560765 0.8037462988701967 0.24514262115540997
3.0 0.3 0.0 -0.19971073569288117 1.3305057975894188 1.2461435333023365 0.7988452590335515 0.8024757768873982 0.24074273306621946
3.0 0.295 0.0 -0.19994317029188724 1.3328243460407074 1.2480734453618043 0.7997749779641325 0.8012348982476025 0.23636429498304273
3.0 0.29 0.0 -0.20017018775151074 1.3350949619656922 1.2499638961123574 0.800683027422181 0.8000231071554977 0.23200670107509433
3.0 0.285 0.0 -0.20039187718623774 1.3373181926974762 1.2518153354948673 0.8015697638784571 0.7988398701032691 0.22766936297943166
3.0 0.28 0.0 -0.20060832497408565 1.3394945669289622 1.2536281961272577 0.802435532858012 0.7976846748415736 0.22335170895564063
3.0 0.275 0.0 -0.20081961484187327 1.3416245954014259 1.2554028940499746 0.8032806692812493 0.7965570294122585 0.2190531830883711
3.0 0.27 0.0 -0.20102582794650548 1.343708771557258 1.257139829429464 0.804105497789073 0.7954564612385533 0.2147732445344094
3.0 0.265 0.0 -0.2012270429524976 1.345747572158999 1.258839387222357 0.804910333052973 0.7943825162688236 0.21051136681123828
3.0 0.26 0.0 -0.20142333610592977 1.3477414578766975 1.260501937802898 0.8056954800708379 0.793334758170255 0.2062670371242663
3.0 0.255 0.0 -0.20161478130502009 1.3496908738454 1.2621278375559126 0.8064612344492454 0.7923127675691566 0.20203975573013494
3.0 0.25 0.0 -0.20180145016749296 1.3515962501945413 1.2637174294374782 0.8072078826729316 0.7913161413348019 0.19782903533370047
3.0 0.245 0.0 -0.20198341209490167 1.3534580025507996 1.2652710435052918 0.8079357023620739 0.7903444919039733 0.19363440051647346
3.0 0.24 0.0 -0.20216073433406057 1.355276532515938 1.2667889974205733 0.8086449625180167 0.7893974466435949 0.18945538719446278
3.0 0.235 0.0 -0.20233348203572732 1.357052228121015 1.268271596923224 0.8093359237580041 0.7884746472490276 0.18529154210352147
3.0 0.23 0.0 -0.20250171831067376 1.3587854642582473 1.2697191362818339 0.8100088385394494 0.7875757491757882 0.1811424223104313
3.0 0.225 0.0 -0.20266550428326757 1.3604766030917712 1.2711318987200124 0.8106639513742604 0.7867004211026147 0.17700759474808833
3.0 0.22 0.0 -0.20282489914268065 1.3621259944483899 1.2725101568204196 0.8113014990336782 0.7858483444239597 0.17288663577327112
3.0 0.215 0.0 -0.2029799601918446 1.3637339761894092 1.273854172907783 0.8119217107440833 0.7850192127701199 0.16877913074557577
3.0 0.21 0.0 -0.20313074289424637 1.3653008745644961 1.2751641994120773 0.8125248083741804 0.7842127315533611 0.16468467362620584
3.0 0.205 0.0 -0.20327730091850083 1.3668270046279014 1.2764399249174527 0.8131117128516445 0.7834289577432874 0.1606029363373739
3.0 0.2 0.0 -0.20341968618180495 1.3683126702549286 1.2776827006506835 0.8136812077616926 0.782666932479192 0.1565333864958384
3.0 0.195 0.0 -0.20355794888981127 1.369758164885208 1.278892190298132 0.8142342089884459 0.7819267390841464 0.15247571412140856
3.0 0.19 0.0 -0.20369213757641624 1.3711637715328062 1.280068607942784 0.8147709132823275 0.7812081272792978 0.1484295441830666
3.0 0.185 0.0 -0.20382229914097327 1.372529763130613 1.2812121613566099 0.8152915082707228 0.7805108553927176 0.14439450824765276
3.0 0.18 0.0 -0.20394847888402556 1.3738564027939826 1.2823230502440874 0.815796175176442 0.7798346912735072 0.1403702444292313
3.0 0.175 0.0 -0.20407072054146502 1.3751439440717634 1.2834014664864337 0.8162850889637288 0.7791794119868808 0.13635639709770414
3.0 0.17 0.0 -0.20418906631717448 1.3763926311853354 1.2844475943804 0.8167584184688679 0.7785448035210705 0.132352616598582
3.0 0.165 0.0 -0.20430355691421342 1.3776026992561632 1.2854616108649537 0.8172163265249309 0.7779306605096716 0.12835855898409582
3.0 0.16 0.0 -0.20441423156461225 1.3787743745224206 1.2864436857364294 0.8176589700809386 0.7773367859686344 0.12437388575498151
3.0 0.155 0.0 -0.20452112805781963 1.3799078745451323 1.287393981852682 0.8180865003156543 0.7767629910471581 0.1203982636123095
3.0 0.15 0.0 -0.20462428276785594 1.3810034084043137 1.2883126553267996 0.8184990627461972 0.7762090947917726 0.11643136421876588
3.0 0.145 0.0 -0.20472373067922645 1.3820611768855215 1.2891998557108377 0.8188967973316875 0.7756749239229639 0.11247286396882976
3.0 0.14 0.0 -0.20481950541146166 1.383081371794538 1.2900551713342128 0.8192805427769361 0.7751606460100235 0.1085224904414033
3.0 0.135 0.0 -0.2049116392433541 1.384064179518547 1.2908798638706391 0.819649000516766 0.774665426263254 0.10457983254553929
3.0 0.13 0.0 -0.2050001631343551 1.385009776186063 1.2916734974759159 0.8200030138920771 0.7741894541880121 0.10064462904444157
3.0 0.125 0.0 -0.20508510674663016 1.3859183310928098 1.2924361941065274 0.8203427053896886 0.7737325870011779 0.09671657337514723
3.0 0.12 0.0 -0.20516649846519586 1.3867900060421794 1.2931680729258033 0.8206681885981878 0.7732946868518737 0.09279536242222484
3.0 0.115 0.0 -0.2052443654172168 1.3876249554818076 1.2938692474687135 0.8209795720546742 0.7728756224451347 0.0888806965811905
3.0 0.11 0.0 -0.2053187334903277 1.3884233266329218 1.294539825751382 0.8212769593380548 0.7724752689007277 0.08497227957908005
3.0 0.105 0.0 -0.20538962735000155 1.3891852596126584 1.2951799103892396 0.8215604491386286 0.7720935076112094 0.08106981829917699
3.0 0.1 0.0 -0.20545707045582284 1.3899108904496578 1.29578903623701 0.821830850525394 0.7717305610981355 0.07717305610981356
3.0 0.095 0.0 -0.20552108507774947 1.3906003396335074 1.2963684427438076 0.822086793763718 0.7713856393198419 0.07328163573538499
3.0 0.09 0.0 -0.20558169230970202 1.3912537294781413 1.296917636651768 0.8223291011664631 0.7710589876637689 0.0693953088897392
3.0 0.085 0.0 -0.20563891208413054 1.3918711727744322 1.2974366956620649 0.8225578580241557 0.7707505139506734 0.06551379368580725
3.0 0.08 0.0 -0.20569276318482776 1.3924527757237837 1.2979256968914354 0.8227731395508655 0.7704601291083342 0.06163681032866673
3.0 0.075 0.0 -0.20574326325912196 1.3929986380229409 1.298384712664075 0.8229750163737057 0.7701877496294315 0.05776408122220736
3.0 0.07 0.0 -0.2057904288291058 1.3935088463924554 1.2988132488836974 0.8231642626897788 0.7699336304580192 0.05389535413206135
3.0 0.065 0.0 -0.20583427530296772 1.3939835010544661 1.2992125239695882 0.8233394832941923 0.7696970138069634 0.05003030589745262
3.0 0.06 0.0 -0.20587481698378318 1.3944226759398852 1.299582008682527 0.8235014762571569 0.7694781809220079 0.04616869085532047
3.0 0.055 0.0 -0.20591206707938026 1.3948264454637185 1.299921750622659 0.8236503022136705 0.7692770734246139 0.042310239038353764
3.0 0.05 0.0 -0.20594603771038533 1.3951948903014508 1.3002312406000802 0.8237867246252927 0.7690939648077383 0.038454698240386914
3.0 0.045 0.0 -0.20597673991862753 1.3955280468616291 1.3005116847592335 0.8239093008170781 0.7689281163091835 0.034601765233913256
3.0 0.04 0.0 -0.20600418367299156 1.3958259844510321 1.3007625293768077 0.824018831392231 0.7687798329177714 0.03075119331671086
3.0 0.035 0.0 -0.20602837787630668 1.3960887316490727 1.3009832299983932 0.8241160747102785 0.7686494160276263 0.026902729560966922
3.0 0.03 0.0 -0.20604933037148065 1.3963163780814405 1.3011750259768216 0.8241995590541296 0.7685361154616976 0.023056083463850928
3.0 0.025 0.0 -0.20606704794526542 1.396508937978257 1.3013373213609398 0.8242700872447215 0.7684402680115245 0.019211006700288115
3.0 0.02 0.0 -0.20608153633319282 1.3966664737983003 1.3014696700945967 0.8243282944593147 0.7683621239727512 0.015367242479455024
3.0 0.015 0.0 -0.20609280022334242 1.3967888914819289 1.3015725545883299 0.8243735412066826 0.7683013877903155 0.011524520816854733
3.0 0.01 0.0 -0.20610084325889122 1.3968764559690074 1.3016461917003639 0.8244057303009452 0.7682579232177386 0.007682579232177386
3.0 0.005 0.0 -0.20610566804050612 1.3969287907700183 1.3016905450723653 0.8244247006579317 0.7682317458520118 0.0038411587292600594
3.0 0.0 0.0 -0.20610727612775714 1.3969466684631437 1.3017054372372538 0.8244311420779775 0.7682229568944607 0.0
2.0 0.9999 0.0 -9.999574859850061e-9 0.9998000200145728 0.5000641760145615 4.0048010081190086e-8 1.999743328886012 1.9995433545531234
2.0 0.995 0.0 -2.4946066625431634e-5 0.9900502722445491 0.5032540807658971 9.978590605796156e-5 1.9870678415128014 1.9771325023052373
2.0 0.99 0.0 -9.956125629476717e-5 0.9802022294577325 0.5066544936233126 0.0003982467675219603 1.9737316308961423 1.953994314587181
2.0 0.985 0.0 -0.00022349388968012488 0.9704577175111856 0.5102121932877808 0.0008939791642738127 1.959968838761089 1.9305693061796727
2.0 0.98 0.0 -0.0003963678951113478 0.9608187742376114 0.5139374087032317 0.0015854753553933938 1.945762233037682 1.9068469883769283
2.0 0.975 0.0 -0.0006177807530438656 0.9512876589901005 0.5178422914281645 0.002471126982269849 1.9310898637538585 1.882812617160012
2.0 0.97 0.0 -0.0008873012090329457 0.9418668801301735 0.5219399370780748 0.0035492090286858226 1.9159292649614088 1.8584513870125665
